2662,0574f85e63f873b7a5b931392fce35c3,24.458393,118.088083,38.3,44,1592971120,2
2663,0574f85e63f873b7a5b931392fce35c3,24.458876,118.088748,0.1,53,1592971135,2
2664,0574f85e63f873b7a5b931392fce35c3,24.459355,118.089375,37.2,50,1592971150,2
2665,0574f85e63f873b7a5b931392fce35c3,24.460653,118.090162,38.9,43,1592971165,2
2666,0574f85e63f873b7a5b931392fce35c3,24.461097,118.091105,19.1,72,1592971180,2
2667,0574f85e63f873b7a5b931392fce35c3,24.461208,118.091437,10.2,67,1592971195,2
2668,0574f85e63f873b7a5b931392fce35c3,24.461551,118.092133,38.3,59,1592971210,2
2669,0574f85e63f873b7a5b931392fce35c3,24.462452,118.093575,46.4,55,1592971225,2
2670,0574f85e63f873b7a5b931392fce35c3,24.463282,118.094907,33.5,54,1592971240,2
2671,0574f85e63f873b7a5b931392fce35c3,24.463965,118.095803,20.9,49,1592971255,2
2672,0574f85e63f873b7a5b931392fce35c3,24.464658,118.096664,40.3,44,1592971270,2
2673,0574f85e63f873b7a5b931392fce35c3,24.465888,118.097705,27.6,34,1592971285,2
2674,0574f85e63f873b7a5b931392fce35c3,24.466137,118.097927,21.3,42,1592971300,2
2675,0574f85e63f873b7a5b931392fce35c3,24.467148,118.098793,35.3,35,1592971315,2
2676,0574f85e63f873b7a5b931392fce35c3,24.468068,118.099202,29.3,356,1592971330,2
2677,0574f85e63f873b7a5b931392fce35c3,24.468623,118.099555,41.6,71,1592971344,2
2678,0574f85e63f873b7a5b931392fce35c3,24.469123,118.101497,33.9,72,1592971359,2
2679,0574f85e63f873b7a5b931392fce35c3,24.469345,118.10185,0.2,59,1592971374,2
2680,0574f85e63f873b7a5b931392fce35c3,24.469462,118.101792,2.4,59,1592971389,2
2681,0574f85e63f873b7a5b931392fce35c3,24.4693,118.101887,9.3,96,1592971404,2
2682,0574f85e63f873b7a5b931392fce35c3,24.469192,118.102991,36.5,98,1592971420,2
2683,0574f85e63f873b7a5b931392fce35c3,24.4694,118.104464,28.4,86,1592971435,2
